FULLNAME,POSTCODE,CUSTID,IPID,PRODUCTNAME,QUOTECOUNT,POLICYNO,QUOTEDATE,QUOTE_PRODUCT,ORIGINALPREMIUM,TOTALPREMIUMPAYABLE,CREATEDDATE,BRAND,BRANCHCODE,POLICY_STATUS_DESC,TYPEOFCOVER_DESC,INSURER_NAME,INCEPTIONDATE,RENEWALDATE
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-02,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-02,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-04,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-02,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-02,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-02,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-03,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-04,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-03,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-04,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-03,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-04,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-04,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-02,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Henry Brooks,PH08 8FJ,ed80377f8a3aa07bc03f3ef0225fea64,775658,AgeasDirectPC,47,GDCCA06189698,2023-05-04,AgeasDirectPC,288.20,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-26,2024-05-26
Frances Heath,PH08 5GQ,46a11e6dcf4f9485a7b54c216627ebc3,230699,AgeasDirectPC,7,GDCCA06951480,2023-05-02,AgeasDirectPC,658.81,,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-02-28,2024-02-28
Frances Heath,PH08 5GQ,46a11e6dcf4f9485a7b54c216627ebc3,230699,AgeasDirectPC,7,GDCCA06951480,2023-05-02,AgeasDirectPC,658.81,,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-02-28,2024-02-28
Frances Heath,PH08 5GQ,46a11e6dcf4f9485a7b54c216627ebc3,230699,AgeasDirectPC,7,GDCCA06951480,2023-05-02,AgeasDirectPC,658.81,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-02-28,2024-02-28
Frances Heath,PH08 5GQ,46a11e6dcf4f9485a7b54c216627ebc3,230699,AgeasDirectPC,7,GDCCA06951480,2023-05-02,AgeasDirectPC,658.81,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-02-28,2024-02-28
Dale Norton,PH1 3LJ,aba10faac0bdc6acf1bc45b3b7452d5f,561201,AgeasDirectPC,12,ACE807137-01,2023-05-05,MotorPanel,,0.00,2023-05-10,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-06-01,2024-06-01
Georgina Jones,PH1W 9BY,810aed5545fb93f64b18a6c56a2ac527,422022,RIASPC,6,GDCCA06216477,2023-05-01,RIASPC,350.04,,2023-05-12,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-11,2024-05-11
Georgina Jones,PH1W 9BY,810aed5545fb93f64b18a6c56a2ac527,422022,RIASPC,6,GDCCA06216477,2023-05-01,RIASPC,350.04,,2023-05-12,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-11,2024-05-11
Georgina Jones,PH1W 9BY,810aed5545fb93f64b18a6c56a2ac527,422022,RIASPC,6,GDCCA06216477,2023-05-01,RIASPC,350.04,,2023-05-12,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-11,2024-05-11
Debra West,PH2H 8JN,dcc7d1db3eeba229713b55c035ef2233,721373,RIASPC,6,GDCCA06222268,2023-05-03,RIASPC,174.30,,2023-05-25,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-15,2024-06-15
Callum Kirk,PH3 1SY,08c444f423dbc3dc73f3ad8240dd6cab,28677,AgeasDirectPC,9,GDCCA06449344,2023-05-03,AgeasDirectPC,225.72,,2023-05-21,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-09,2024-06-09
Anthony Davies,PH36 9YG,b513e54d1717749997f1cc44c458bf38,591875,AgeasDirectPC,12,APC523034-03,2023-05-03,MotorPanel,,0.00,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-04,2024-05-04
Eleanor Wood,PH3E 3EP,458c4c9e8ef3806abbff573e031b45f7,227217,AgeasDirectPC,16,ACE212598-01,2023-05-02,MotorPanel,,0.00,2023-05-22,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-01,2024-06-01
Katie Wilkins,PH69 6EB,12787e3cbfae01b584c83b0222a2f774,60224,AgeasDirectPC,22,ACE041710-01,2023-05-01,MotorPanel,,915.03,2023-05-31,AgeasDirect,AUTO,NewBusiness,Comprehensive,Ageas,2023-05-30,2024-05-30
Natasha Fraser,PH6Y 2AX,c97a29cf0ae592cdc2f5ed92e107f609,658573,AgeasDirectPC,6,GDCCA06049027,2023-05-04,AgeasDirectPC,911.96,0.00,2023-05-28,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-11-29,2023-11-29
Natasha Fraser,PH6Y 2AX,c97a29cf0ae592cdc2f5ed92e107f609,658573,AgeasDirectPC,6,GDCCA06049027,2023-05-04,AgeasDirectPC,911.96,,2023-05-28,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-11-29,2023-11-29
Joshua Davies,PH7 1WQ,613de4da541b36ef995aca075bd8b932,317789,AgeasDirectPC,10,GDCCA02418093,2023-05-04,AgeasDirectPC,229.54,,2023-05-21,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2019-06-18,2023-06-18
Jeremy Sharp,PH9 5AD,64aa3da9ff95ca76d60c307096cac9ed,328903,AgeasDirectPC,9,GDCCA06974261,2023-05-05,AgeasDirectPC,312.81,,2023-05-10,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-01,2024-05-01
Naomi Burton,PL0 7EP,4d10cc564a4652508281152864b5b18e,251725,AgeasDirectPC,43,ACE379078-04,2023-05-03,MotorPanel,,0.00,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-08,2024-05-08
Valerie Fox,PL12 7ES,9dbea7baad41872817785da083eff9f4,516227,RIASPC,7,GDCCA06483886,2023-05-04,AgeasDirectPC,1906.32,,2023-05-27,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-03-19,2024-03-19
Valerie Fox,PL12 7ES,9dbea7baad41872817785da083eff9f4,516227,RIASPC,7,GDCCA06483886,2023-05-04,AgeasDirectPC,1906.32,,2023-05-27,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-03-19,2024-03-19
Valerie Fox,PL12 7ES,1ef534eb71bead12c40d342e23cb66cb,100843,AgeasDirectPC,9,GDCCA06483886,2023-05-04,AgeasDirectPC,1906.32,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-22,2023-08-22
Valerie Fox,PL12 7ES,1ef534eb71bead12c40d342e23cb66cb,100843,AgeasDirectPC,9,GDCCA06483886,2023-05-04,AgeasDirectPC,1906.32,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-22,2023-08-22
Jake Smith,PL18 4YH,8d695d8558bfd23d0b432ce43a8bb76f,462494,AgeasDirectPC,110,AP3887908-04,2023-05-03,MotorPanel,,595.83,2023-05-17,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-15,2024-05-15
Jake Smith,PL18 4YH,8d695d8558bfd23d0b432ce43a8bb76f,462494,AgeasDirectPC,110,AP3887908-04,2023-05-03,MotorPanel,,595.83,2023-05-15,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-15,2024-05-15
Carolyn Ahmed,PL2 6QQ,6fea88385251e532e786ab4e109fd6e9,365680,AgeasDirectPC,6,GDCCA05932653,2023-05-05,AgeasDirectPC,313.02,0.00,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-09-08,2023-09-08
Carolyn Ahmed,PL2 6QQ,6fea88385251e532e786ab4e109fd6e9,365680,AgeasDirectPC,6,GDCCA05932653,2023-05-05,AgeasDirectPC,313.02,,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-09-08,2023-09-08
Daniel Alexander,PL35 9SP,4cdafe22fffcca1f545326b0c7141f55,251058,AgeasDirectPC,9,GDCCA06971639,2023-05-04,AgeasDirectPC,390.82,0.00,2023-05-13,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-31,2024-05-31
Daniel Alexander,PL35 9SP,4cdafe22fffcca1f545326b0c7141f55,251058,AgeasDirectPC,9,GDCCA06971639,2023-05-05,AgeasDirectPC,390.82,,2023-05-13,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-31,2024-05-31
Daniel Alexander,PL35 9SP,4cdafe22fffcca1f545326b0c7141f55,251058,AgeasDirectPC,9,GDCCA06971639,2023-05-05,AgeasDirectPC,390.82,,2023-05-13,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-31,2024-05-31
Daniel Alexander,PL35 9SP,4cdafe22fffcca1f545326b0c7141f55,251058,AgeasDirectPC,9,GDCCA06971639,2023-05-04,AgeasDirectPC,390.82,,2023-05-13,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-31,2024-05-31
Daniel Alexander,PL35 9SP,4cdafe22fffcca1f545326b0c7141f55,251058,AgeasDirectPC,9,GDCCA06971639,2023-05-05,AgeasDirectPC,390.82,,2023-05-13,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-31,2024-05-31
Daniel Alexander,PL35 9SP,cc0109a9c6159a2b324df087b4212d1f,666795,AgeasDirectPC,11,GDCCA06971639,2023-05-04,AgeasDirectPC,390.82,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-05,2024-04-05
Daniel Alexander,PL35 9SP,cc0109a9c6159a2b324df087b4212d1f,666795,AgeasDirectPC,11,GDCCA06971639,2023-05-05,AgeasDirectPC,390.82,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-05,2024-04-05
Daniel Alexander,PL35 9SP,cc0109a9c6159a2b324df087b4212d1f,666795,AgeasDirectPC,11,GDCCA06971639,2023-05-05,AgeasDirectPC,390.82,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-05,2024-04-05
Daniel Alexander,PL35 9SP,cc0109a9c6159a2b324df087b4212d1f,666795,AgeasDirectPC,11,GDCCA06971639,2023-05-04,AgeasDirectPC,390.82,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-05,2024-04-05
Daniel Alexander,PL35 9SP,cc0109a9c6159a2b324df087b4212d1f,666795,AgeasDirectPC,11,GDCCA06971639,2023-05-05,AgeasDirectPC,390.82,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-05,2024-04-05
Gerald Bryan,PL4A 5GE,0cc780ca322109ed56d99bacb9790ab1,41758,AgeasDirectPC,42,APD156761-05,2023-05-03,MotorPanel,,0.00,2023-05-27,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-26,2024-05-26
Kimberley Hughes,PL5 3YB,5c30422bd6472957063024e09451baa6,301395,RIASPC,6,GDCCA06219873,2023-05-02,RIASPC,1060.47,,2023-05-26,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-19,2024-06-19
Janice Allen,PL5 5ZY,eb573899ce800095ce28456410382d2e,768639,AgeasDirectPC,20,130082762-07,2023-05-02,MotorPanel,,349.60,2023-05-17,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-17,2024-05-17
Katy Lewis,PL62 7AN,c1c03ddf9a2b944f337f35ce0981faec,633335,AgeasDirectPC,51,ANX609168-10,2023-05-01,MotorPanel,,0.00,2023-05-25,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-24,2024-05-24
Natasha Clements,PL7 9TF,b7b95318e71750ba3a1819f011ed8a01,600529,AgeasDirectPC,28,ACE666347-01,2023-05-04,MotorPanel,,0.00,2023-05-10,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-10,2024-05-10
Stuart Austin,PL70 8QF,3570b5e9b2def0aab54a65838008222a,174633,AgeasDirectPC,64,GDCCA06973025,2023-05-02,AgeasDirectPC,1388.67,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-03,2024-05-03
Stuart Austin,PL70 8QF,3570b5e9b2def0aab54a65838008222a,174633,AgeasDirectPC,64,GDCCA06988571,2023-05-05,AgeasDirectPC,1649.78,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-03,2024-05-03
Linda Harding,PL8 0QF,90ba9526977584c8435f79d753d6d8ff,473428,AgeasDirectPC,18,ACE281889-01,2023-05-02,MotorPanel,,0.00,2023-05-23,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-23,2024-05-23
Linda Harding,PL8 0QF,90ba9526977584c8435f79d753d6d8ff,473428,AgeasDirectPC,18,ACE281889-01,2023-05-02,MotorPanel,,0.00,2023-05-23,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-06-01,2024-06-01
Joan Young,PL8 0NF,10bc97f285b7375d82aa7e54362c5834,54599,AgeasDirectPC,7,GDCCA06976774,2023-05-02,AgeasDirectPC,1207.25,,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-17,2024-04-17
Ronald Williams,PL9 7XA,8438dfdc73907cb8b4e639dc0948a2b3,432606,AgeasDirectPC,7,GDCCA05868803,2023-05-01,AgeasDirectPC,334.79,,2023-05-31,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-06-04,2024-06-04
Conor Phillips,PL97 6LG,f0c0e710c79944dd35a52d819ea2c84b,786493,AgeasDirectPC,9,APC308266-05,2023-05-01,MotorPanel,,0.00,2023-05-16,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-12,2024-05-12
Holly Baxter,PL9N 8AY,4d4212e754a535dd2eaf8469867b41ff,252377,RIASPC,6,GDCCA02673342,2023-05-03,RIASPC,125.46,,2023-05-26,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2019-08-05,2023-08-05
Roger Hunter,PO1N 9FN,4dec7a730a736e6bf6e47e9941b5db26,254638,AgeasDirectPC,6,GDCCA06102470,2023-05-03,AgeasDirectPC,320.19,0.00,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-12-06,2023-12-06
Roger Hunter,PO1N 9FN,4dec7a730a736e6bf6e47e9941b5db26,254638,AgeasDirectPC,6,GDCCA06102470,2023-05-03,AgeasDirectPC,320.19,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-12-06,2023-12-06
Nathan Young,PO28 6EU,73e52a9bf2e33cf37c1049687b791ef8,378685,RIASPC,6,GDCCA06253477,2023-05-01,RIASPC,240.49,,2023-05-31,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-04-20,2024-04-20
Nathan Young,PO28 6EU,73e52a9bf2e33cf37c1049687b791ef8,378685,RIASPC,6,GDCCA06253477,2023-05-01,RIASPC,240.49,0.00,2023-05-31,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-04-20,2024-04-20
Nathan Young,PO28 6EU,73e52a9bf2e33cf37c1049687b791ef8,378685,RIASPC,6,GDCCA06253477,2023-05-03,RIASPC,240.49,0.00,2023-05-31,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-04-20,2024-04-20
Nathan Young,PO28 6EU,73e52a9bf2e33cf37c1049687b791ef8,378685,RIASPC,6,GDCCA06253477,2023-05-03,RIASPC,240.49,,2023-05-31,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-04-20,2024-04-20
Lawrence Holden,PO2E 4DR,8061c5afa5099dda852f39aaa888bdd5,419842,AgeasDirectPC,40,ABX659513-34,2023-05-03,MotorPanel,,0.00,2023-05-16,AgeasDirect,AUTO,NewBusiness,Comprehensive,Ageas,2023-05-10,2024-05-10
Derek Saunders,PO3 3LU,d1c3946d1c9b4a35b65c316363291b19,685693,AgeasDirectPC,7,APQ730385-02,2023-05-05,MotorPanel,,600.92,2023-05-31,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-18,2024-06-18
Raymond Perkins,PO46 9TG,c1f9fed41849339f2977536d478a5274,634066,AgeasDirectPC,15,GDCCA05869203,2023-05-05,AgeasDirectPC,591.67,,2023-05-17,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-05-17,2024-05-17
Raymond Perkins,PO46 9TG,c1f9fed41849339f2977536d478a5274,634066,AgeasDirectPC,15,ACR987683-01,2023-05-01,MotorPanel,,507.28,2023-05-17,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-05-17,2024-05-17
Gerard Ford,PO47 9XA,842bd3d5f63e893bb4b04a9d07082cea,432433,AgeasDirectPC,57,GDCCA06437141,2023-05-04,AgeasDirectPC,188.11,,2023-05-31,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-23,2024-05-23
Gerard Ford,PO47 9XA,842bd3d5f63e893bb4b04a9d07082cea,432433,AgeasDirectPC,57,GDCCA06437141,2023-05-04,AgeasDirectPC,188.11,,2023-05-31,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-23,2024-05-23
Gerard Ford,PO47 9XA,842bd3d5f63e893bb4b04a9d07082cea,432433,AgeasDirectPC,57,GDCCA06437141,2023-05-04,AgeasDirectPC,188.11,,2023-05-31,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-23,2024-05-23
Abdul Spencer,PO4N 5FE,45bea17795876acb5baa7e58ec87f826,227855,AgeasDirectPC,24,GDCCA03171035,2023-05-04,AgeasDirectPC,443.97,0.00,2023-05-21,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2020-07-21,2023-07-21
Abdul Spencer,PO4N 5FE,45bea17795876acb5baa7e58ec87f826,227855,AgeasDirectPC,24,GDCCA03171035,2023-05-04,AgeasDirectPC,443.97,,2023-05-21,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2020-07-21,2023-07-21
Jamie Clayton,PO5N 7EU,6f6bc18d1803cbd0c55efde72f01c1f3,364116,RIASPC,10,ACE911935-01,2023-05-05,MotorPanel,,0.00,2023-05-25,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-05-24,2024-05-24
Jill Lambert,PO8 9GD,0d403153dc37112ac01b62d686bea8c5,43248,RIASPC,8,GDCCA05018686,2023-05-01,RIASPC,924.72,,2023-05-03,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2021-06-07,2023-06-07
Jill Lambert,PO8 9GD,0d403153dc37112ac01b62d686bea8c5,43248,RIASPC,8,GDCCA05018686,2023-05-02,RIASPC,924.72,,2023-05-03,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2021-06-07,2023-06-07
Jill Lambert,PO8 9GD,0d403153dc37112ac01b62d686bea8c5,43248,RIASPC,8,GDCCA05018686,2023-05-01,RIASPC,883.32,,2023-05-03,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2021-06-07,2023-06-07
Jill Lambert,PO8 9GD,0d403153dc37112ac01b62d686bea8c5,43248,RIASPC,8,GDCCA05018686,2023-05-01,RIASPC,924.72,,2023-05-03,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2021-06-07,2023-06-07
Patrick Walters,PO9 1TR,4c78f56ac03af285f174c167aac40710,249765,AgeasDirectPC,10,GDCCA06965084,2023-05-02,AgeasDirectPC,1055.89,,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-14,2024-04-14
Patrick Walters,PO9 1TR,4c78f56ac03af285f174c167aac40710,249765,AgeasDirectPC,10,GDCCA06965084,2023-05-02,AgeasDirectPC,1055.89,0.00,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-14,2024-04-14
Vincent Burrows,PO9 8RF,35022f7ca68ea88f39398047885ef73c,173133,AgeasDirectPC,6,GDCCA06438148,2023-05-02,AgeasDirectPC,1692.98,,2023-05-09,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-08,2024-05-08
Vincent Burrows,PO9 8RF,35022f7ca68ea88f39398047885ef73c,173133,AgeasDirectPC,6,GDCCA06438148,2023-05-02,AgeasDirectPC,1596.26,,2023-05-09,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-08,2024-05-08
Leah Bell,AB1 2HP,1c5cf41cb4593ef52053fc712ed243c8,92275,AgeasDirectPC,25,GDCCA06446938,2023-05-04,AgeasDirectPC,150.00,,2023-05-15,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-10,2024-06-10
Helen Smith,AB1 6GR,de209c465ed6564ca71e1a7f05a72925,725738,AgeasDirectPC,52,ACE393046-01,2023-05-03,MotorPanel,,0.00,2023-05-13,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-13,2024-05-13
Robin Swift,AB19 2AJ,1361b948b30ea50b7bd88ec4594d42ae,63123,AgeasDirectPC,30,GDCCA06989234,2023-05-03,AgeasDirectPC,861.06,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-05,2024-05-05
Harry Dawson,AB1H 7GF,133b2c5055126104b9a1da5a5acabee8,62684,AgeasDirectPC,10,GDCCA06516175,2023-05-05,AgeasDirectPC,733.91,0.00,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-11-17,2023-11-17
Harry Dawson,AB1H 7GF,133b2c5055126104b9a1da5a5acabee8,62684,AgeasDirectPC,10,GDCCA06516175,2023-05-05,AgeasDirectPC,733.91,0.00,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-11-17,2023-11-17
Harry Dawson,AB1H 7GF,133b2c5055126104b9a1da5a5acabee8,62684,AgeasDirectPC,10,GDCCA06516175,2023-05-05,AgeasDirectPC,733.91,,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-11-17,2023-11-17
Harry Dawson,AB1H 7GF,133b2c5055126104b9a1da5a5acabee8,62684,AgeasDirectPC,10,GDCCA06516175,2023-05-05,AgeasDirectPC,733.91,0.00,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-11-17,2023-11-17
Harry Dawson,AB1H 7GF,133b2c5055126104b9a1da5a5acabee8,62684,AgeasDirectPC,10,GDCCA06516175,2023-05-05,AgeasDirectPC,733.91,0.00,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-11-17,2023-11-17
Harry Dawson,AB1H 7GF,133b2c5055126104b9a1da5a5acabee8,62684,AgeasDirectPC,10,GDCCA06516175,2023-05-05,AgeasDirectPC,733.91,,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-11-17,2023-11-17
Harry Dawson,AB1H 7GF,133b2c5055126104b9a1da5a5acabee8,62684,AgeasDirectPC,10,GDCCA06516175,2023-05-05,AgeasDirectPC,733.91,,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-11-17,2023-11-17
Harry Dawson,AB1H 7GF,133b2c5055126104b9a1da5a5acabee8,62684,AgeasDirectPC,10,GDCCA06516175,2023-05-05,AgeasDirectPC,733.91,,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-11-17,2023-11-17
Harry Dawson,AB1H 7GF,133b2c5055126104b9a1da5a5acabee8,62684,AgeasDirectPC,10,GDCCA06516175,2023-05-05,AgeasDirectPC,733.91,0.00,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-11-17,2023-11-17
Harry Dawson,AB1H 7GF,133b2c5055126104b9a1da5a5acabee8,62684,AgeasDirectPC,10,GDCCA06516175,2023-05-05,AgeasDirectPC,733.91,,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-11-17,2023-11-17
Alison Clark,AB1N 6QL,e0bf904ddd1aa31d6263097a39a37ba4,734213,RIASPC,17,GDCCA06217605,2023-05-03,RIASPC,251.69,,2023-05-24,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-14,2024-06-14
